Index,Title,Author,Year,URL,DOI,Journal,Type,Status,FilePath,Abstract
545,Leveraging Artificial Intelligence for personalised insomnia-sleep calibration via the Big Five Personality Traits,"Papatheodosiou, Persephone and Panagoulias, Dimitrios P. and Virvou, Maria and Tsihrintzis, George A. and Bonakis, Anastasios and Dikeos, Dimitrios",2024,https://doi.org/10.1016/j.procs.2024.09.723,10.1016/j.procs.2024.09.723,Procedia Comput. Sci.,article,Failed,,
546,PCBAgent: An Agent-based Framework for High-Density Printed Circuit Board Placement,"Chen, Lin and Chen, Ran and Hu, Shoubo and Yao, Xufeng and Tang, Zhentao and Kai, Shixiong and Xu, Siyuan and Yuan, Mingxuan and Hao, Jianye and Yu, Bei and Xu, Jiang",2025,https://doi.org/10.1145/3658617.3697736,10.1145/3658617.3697736,,inproceedings,Failed,,"Recently, printed circuit board (PCB) placement has emerged as a significant challenge since the scale of PCB designs has rapidly enlarged. Furthermore, the presence of various types of constraints with differing tolerance priorities hampers the automation of PCB layout design, necessitating subs..."
547,CoPrompter: User-Centric Evaluation of LLM Instruction Alignment for Improved Prompt Engineering,"Joshi, Ishika and Shahid, Simra and Venneti, Shreeya Manasvi and Vasu, Manushree and Zheng, Yantao and Li, Yunyao and Krishnamurthy, Balaji and Chan, Gromit Yeuk-Yin",2025,https://doi.org/10.1145/3708359.3712102,10.1145/3708359.3712102,,inproceedings,Failed,,"Ensuring large language models’ (LLMs) responses align with prompt instructions is crucial for application development. Based on our formative study with industry professionals, the alignment requires heavy human involvement and tedious trial-and-error especially when there are many instructions ..."
548,An LLM-driven Transcription Task for Mobile Text Entry Studies,"Komninos, Andreas and Feit, Anna Maria and Leiva, Luis A. and Lehmann, Florian and Simou, Ioulia and Minas, Dimosthenis and Fotopoulos, Aggelos and Xenos, Michalis",2024,https://doi.org/10.1145/3701571.3701586,10.1145/3701571.3701586,,inproceedings,Failed,,"We explore a novel transcription task in mobile text entry research, presenting stimuli within LLM-generated conversational contexts to improve participant engagement and phrase memorability. We conducted two studies: an eye-tracking study examining participants’ attention when presented with con..."
549,CCEAI '24: Proceedings of the 2024 8th International Conference on Control Engineering and Artificial Intelligence,,2024,,,,proceedings,Failed,,
550,Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools: Generating domain models from natural language text using NLP...,"Bozyigit, Fatma and Bardakci, Tolgahan and Khalilipour, Alireza and Challenger, Moharram and Ramackers, Guus and Babur, \""{O",2024,https://doi.org/10.1007/s10270-024-01176-y,10.1007/s10270-024-01176-y,Softw. Syst. Model.,article,Failed,,"Software requirements specification describes users’ needs and expectations on some target system. Requirements documents are typically represented by unstructured natural language text. Such texts are the basis for the various subsequent activities in software development, such as software analy..."
551,SAC '24: Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,,2024,,,,proceedings,Failed,,"On behalf of the Organizing Committee, I extend a warm welcome to you at the 39th Annual ACM Symposium on Applied Computing (SAC 2024), taking place in \'{A"
552,TellTime: An AI-Augmented Calendar with a Voice Interface for Collecting Time-Use Data,"Hoefer, Michael J and Rychecky, Raegan and Gong, Max and Voida, Stephen",2025,https://doi.org/10.1145/3708359.3712116,10.1145/3708359.3712116,,inproceedings,Failed,,"Reports of daily time use are gathered for both large-scale population-level surveys and individual self-tracking in personal informatics systems. However, gathering a complete self-report record of an individual’s daily activities is time consuming and cognitively demanding. Gathering structured..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
554,"CSAIDE '24: Proceedings of the 2024 3rd International Conference on Cyber Security, Artificial Intelligence and Digital Economy",,2024,,,,proceedings,Failed,,
555,Dynamic evaluation of large language models by meta probing agents,"Zhu, Kaijie and Wang, Jindong and Zhao, Qinlin and Xu, Ruochen and Xie, Xing",2024,,,,inproceedings,Failed,,"Evaluation of large language models (LLMs) has raised great concerns in the community due to the issue of data contamination. Existing work designed evaluation protocols using well-defined algorithms for specific tasks, which cannot be easily extended to diverse scenarios. Moreover, current evalu..."
556,Human-guided moral decision making in text-based games,"Shi, Zijing and Fang, Meng and Chen, Ling and Du, Yali and Wang, Jun",2024,https://doi.org/10.1609/aaai.v38i19.30155,10.1609/aaai.v38i19.30155,,inproceedings,Success,papers/Human-guided moral decision making in text-based games_2024.pdf,"Training reinforcement learning (RL) agents to achieve desired goals while also acting morally is a challenging problem. Transformer-based language models (LMs) have shown some promise in moral awareness, but their use in different contexts is problematic because of the complexity and implicitnes..."
562,VideoPrism: a foundational visual encoder for video understanding,"Zhao, Long and Gundavarapu, Nitesh B. and Yuan, Liangzhe and Zhou, Hao and Yan, Shen and Sun, Jennifer J. and Friedman, Luke and Qian, Rui and Weyand, Tobias and Zhao, Yue and Hornung, Rachel and Schroff, Florian and Yang, Ming-Hsuan and Ross, David A. and Wang, Huisheng and Adam, Hartwig and Sirotenko, Mikhail and Liu, Ting and Gong, Boqing",2024,,,,inproceedings,Failed,,"We introduce VideoPrism, a general-purpose video encoder that tackles diverse video understanding tasks with a single frozen model. We pretrain VideoPrism on a heterogeneous corpus containing 36M high-quality video-caption pairs and 582M video clips with noisy parallel text (e.g., ASR transcripts..."
558,Fusion dynamical systems with machine learning in imitation learning: A comprehensive overview,"Hu, Yingbai and Abu-Dakka, Fares J. and Chen, Fei and Luo, Xiao and Li, Zheng and Knoll, Alois and Ding, Weiping",2024,https://doi.org/10.1016/j.inffus.2024.102379,10.1016/j.inffus.2024.102379,Inf. Fusion,article,Failed,,
559,DFA-RAG: conversational semantic router for large language model with definite finite automaton,"Sun, Yiyou and Hu, Junjie and Cheng, Wei and Chen, Haifeng",2024,,,,inproceedings,Failed,,"This paper introduces the retrieval-augmented large language model with Definite Finite Automaton (DFA-RAG), a novel framework designed to enhance the capabilities of conversational agents using large language models (LLMs). Traditional LLMs face challenges in generating regulated and compliant r..."
560,Large language models as oracles for instantiating ontologies with domain-specific knowledge,"Ciatto, Giovanni and Agiollo, Andrea and Magnini, Matteo and Omicini, Andrea",2025,https://doi.org/10.1016/j.knosys.2024.112940,10.1016/j.knosys.2024.112940,Know.-Based Syst.,article,Failed,,
561,LLaVA-Plus: Learning to Use Tools for Creating Multimodal Agents,"Liu, Shilong and Cheng, Hao and Liu, Haotian and Zhang, Hao and Li, Feng and Ren, Tianhe and Zou, Xueyan and Yang, Jianwei and Su, Hang and Zhu, Jun and Zhang, Lei and Gao, Jianfeng and Li, Chunyuan",2024,https://doi.org/10.1007/978-3-031-72970-6_8,10.1007/978-3-031-72970-6_8,,inproceedings,Unknown,,"This paper presents LLaVA-Plus (Large Language and Vision Assistants that Plug and Learn to Use Skills), a general-purpose multimodal assistant trained using an end-to-end approach that systematically expands the capabilities of large multimodal models (LMMs). LLaVA-Plus maintains a skill reposit..."
562,VideoPrism: a foundational visual encoder for video understanding,"Zhao, Long and Gundavarapu, Nitesh B. and Yuan, Liangzhe and Zhou, Hao and Yan, Shen and Sun, Jennifer J. and Friedman, Luke and Qian, Rui and Weyand, Tobias and Zhao, Yue and Hornung, Rachel and Schroff, Florian and Yang, Ming-Hsuan and Ross, David A. and Wang, Huisheng and Adam, Hartwig and Sirotenko, Mikhail and Liu, Ting and Gong, Boqing",2024,,,,inproceedings,Failed,,"We introduce VideoPrism, a general-purpose video encoder that tackles diverse video understanding tasks with a single frozen model. We pretrain VideoPrism on a heterogeneous corpus containing 36M high-quality video-caption pairs and 582M video clips with noisy parallel text (e.g., ASR transcripts..."
563,"BuildSys '23: Proceedings of the 10th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",,2023,,,,proceedings,Failed,,
564,Position: building guardrails for large language models requires systematic design,"Dong, Yi and Mu, Ronghui and Jin, Gaojie and Qi, Yi and Hu, Jinwei and Zhao, Xingyu and Meng, Jie and Ruan, Wenjie and Huang, Xiaowei",2024,,,,inproceedings,Failed,,"As Large Language Models (LLMs) become more integrated into our daily lives, it is crucial to identify and mitigate their risks, especially when the risks can have profound impacts on human users and societies. Guardrails, which filter the inputs or outputs of LLMs, have emerged as a core safegua..."
565,FormaliSE '24: Proceedings of the 2024 IEEE/ACM 12th International Conference on Formal Methods in Software Engineering (FormaliSE),,2024,,,,proceedings,Failed,,"Historically, formal methods academic research and practical software development have had limited mutual interactions—except possibly in specialized domains such as safety-critical software. In recent times, the outlook has considerably improved: on the one hand, formal methods research has deli..."
566,Crafting Human-AI Interaction: A Rhetorical Approach to Adaptive Interaction in Conversational Agents,"Joshi, Rutuja and Bengler, Klaus",2024,https://doi.org/10.1145/3687272.3688297,10.1145/3687272.3688297,,inproceedings,Failed,,"As we navigate through the evolving landscape of artificial intelligence (AI), human-AI interactions have implications across various fields. Despite significant technical advancements, the interaction aspect remains challenging and continues to impact user trust and acceptance of the systems. Ad..."
567,REX: Designing User-centered Repair and Explanations to Address Robot Failures,"Lee, Christine P and Praveena, Pragathi and Mutlu, Bilge",2024,https://doi.org/10.1145/3643834.3661559,10.1145/3643834.3661559,,inproceedings,Failed,,"Robots in real-world environments continuously engage with multiple users and encounter changes that lead to unexpected conflicts in fulfilling user requests. Recent technical advancements (e.g., large-language models (LLMs), program synthesis) offer various methods for automatically generating r..."
